workflow_type,task_category,task_instances,workflows_with_this_task
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_41,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_22,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_23,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_24,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_25,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_26,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_27,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_28,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_29,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_30,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_31,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_32,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_33,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_34,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_35,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_36,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_37,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_38,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_39,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_40,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_41,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_22,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_23,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_24,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_25,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_26,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_27,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_28,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_29,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_30,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_31,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_32,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_33,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_34,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_35,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_36,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_37,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_38,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_39,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_40,2,2
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_41,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_22,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_23,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_24,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_25,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_26,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_27,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_28,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_29,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_30,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_31,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_32,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_33,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_34,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_35,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_36,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_37,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_38,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_39,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_40,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_41,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_1,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_10,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_11,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_12,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_13,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_14,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_15,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_16,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_17,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_2,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_3,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_4,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_5,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_6,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_7,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_8,2,2
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_7_sequence_9,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_1,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_10,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_11,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_12,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_13,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_14,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_15,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_16,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_17,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_2,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_3,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_4,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_5,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_6,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_7,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_8,2,2
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_7_sequence_9,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_1,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_10,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_11,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_12,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_13,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_14,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_15,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_16,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_17,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_2,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_3,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_4,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_5,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_6,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_7,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_8,2,2
epigenomics,map_map_hep2_msp1_digests_s_7_sequence_9,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_1,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_10,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_11,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_12,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_13,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_14,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_15,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_16,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_17,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_2,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_3,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_4,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_5,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_6,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_7,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_8,2,2
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_7_sequence_9,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_39,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_40,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_41,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_42,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_43,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_44,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_45,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_46,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_47,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_48,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_49,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_50,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_51,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_52,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_53,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_54,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_55,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_56,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_57,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_58,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_59,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_60,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_61,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_62,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_63,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_64,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_65,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_66,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_67,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_68,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_69,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_70,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_71,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_72,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_73,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_74,2,2
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_75,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_39,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_40,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_41,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_42,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_43,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_44,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_45,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_46,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_47,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_48,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_49,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_50,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_51,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_52,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_53,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_54,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_55,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_56,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_57,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_58,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_59,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_60,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_61,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_62,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_63,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_64,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_65,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_66,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_67,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_68,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_69,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_70,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_71,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_72,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_73,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_74,2,2
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_75,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_39,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_40,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_41,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_42,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_43,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_44,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_45,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_46,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_47,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_48,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_49,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_50,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_51,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_52,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_53,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_54,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_55,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_56,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_57,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_58,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_59,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_60,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_61,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_62,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_63,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_64,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_65,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_66,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_67,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_68,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_69,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_70,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_71,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_72,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_73,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_74,2,2
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_75,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_39,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_40,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_41,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_42,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_43,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_44,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_45,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_46,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_47,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_48,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_49,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_50,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_51,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_52,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_53,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_54,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_55,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_56,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_57,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_58,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_59,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_60,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_61,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_62,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_63,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_64,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_65,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_66,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_67,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_68,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_69,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_70,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_71,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_72,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_73,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_74,2,2
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_6_sequence_75,2,2
